ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments
664,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),side,,No,,1.25,2.5,Yes,20070627,09:31:09am,38.04457516,-121.6470942,
665,Egeria,0.1,Algae,0.5,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,1.5,2,Yes,20070627,09:35:04am,38.04513532,-121.6469241,
666,Egeria,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,1.5,5.5,No,20070627,09:42:15am,38.04634259,-121.6442672,
667,Egeria,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,0.5,3,Yes,20070627,09:54:01am,38.04637026,-121.6530754,
668,Egeria,0.3,Algae,0.1,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,0.75,5,No,20070627,10:01:23am,38.04650515,-121.6552443,
669,Algae,0.9,Egeria,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1,3.75,Yes,20070627,10:08:30am,38.0472383,-121.6589395,algae on egeria
670,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3.75,,No,20070613,10:50:47am,38.03162458,-121.6144861,
671,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4.75,,No,20070613,10:53:31am,38.03215919,-121.6149598,
672,Egeria,0.9,Algae,0.5,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4,,No,20070613,10:56:46am,38.03299304,-121.6161619,
673,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,2.75,,No,20070613,11:00:14am,38.03369288,-121.6171087,
674,Egeria,0.9,Algae,0.9,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4.25,,No,20070613,11:03:21am,38.0340543,-121.617599,
675,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,4.75,,No,20070613,11:06:52am,38.03488497,-121.6177631,
676,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5.5,,No,20070613,11:09:51am,38.03590768,-121.6189056,
677,Egeria,0.1,Tule,0.1,,,,,,,,0.8,,S (3-5m),S (3-5m),center,,Yes,,2,4,Yes,20070613,12:56:34pm,38.0420839,-121.6277325,
678,Egeria,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,0,6.5,Yes,20070613,10:17:51am,38.03158928,-121.6167306,
679,Curlyleaf,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,3,4.5,No,20070612,12:14:01pm,38.04248056,-121.5304803,
680,Sago,0.3,Egeria,0.3,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0,5,No,20070612,12:25:21pm,38.04089005,-121.5294377,
681,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,7,7.25,No,20070614,12:22:36pm,38.03182713,-121.5985129,hooked fRom deep
682,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,7,No,20070614,12:25:19pm,38.03230129,-121.5998101,hooked from deep
683,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,7,No,20070614,12:31:11pm,38.03333923,-121.6026019,hooked from deep
684,Sago,0.5,,,,,,,,,,0.3,,L (10-15m),S (3-5m),center,,Yes,,0,7,No,20070614,12:34:45pm,38.03405631,-121.6047301,
685,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,7.75,No,20070614,12:39:46pm,38.03476919,-121.6064743,hooked from deep
686,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,8,No,20070614,12:47:15pm,38.03579377,-121.608923,hooked deep
687,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,9,No,20070614,12:50:53pm,38.0369945,-121.6108452,hooked deep
688,Egeria,0.5,Coontail,0.3,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,7,No,20070614,12:54:51pm,38.03780465,-121.6136788,hooked deep
689,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,7,No,20070614,12:58:48pm,38.03862452,-121.6157856,hooked deep
690,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,8,No,20070614,01:07:04pm,38.04058503,-121.6209583,hooked deep
691,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,7.5,No,20070614,01:09:39pm,38.04111259,-121.6220664,hooked deep
692,Algae,0.7,Egeria,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,2.5,2.5,Yes,20070613,12:44:22pm,38.04285449,-121.6321981,
693,Sago,0.1,,,,,,,,,,0.7,,M (5-10m),M (5-10m),center,,Yes,,0,6,No,20070614,12:03:53pm,38.03346174,-121.5956243,
694,Sago,0.5,,,,,,,,,,0.3,,M (5-10m),M (5-10m),center,,Yes,,0,5.25,No,20070614,12:12:04pm,38.03157729,-121.5938741,
695,Algae,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,2,2.75,Yes,20070613,11:39:06am,38.04115668,-121.6282624,
696,Egeria,0.3,Algae,0.3,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,12,5.5,No,20070628,10:23:45am,38.036028,-121.672841,alg cover; deep / sparse
697,Egeria,0.5,Algae,0.5,Coontail,0.01,,,,,,,,M (5-10m),S (3-5m),side,,No,,12,7,No,20070628,10:16:10am,38.03904305,-121.676007,covered by alg
699,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,5,Yes,20070613,10:06:19am,38.02129639,-121.6059842,
700,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,1.75,4.5,No,20070613,10:08:36am,38.02166192,-121.6063461,
701,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,3,,No,20070613,10:13:12am,38.02292604,-121.6071878,
702,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3.5,,No,20070613,10:15:58am,38.02333813,-121.6075813,
703,Egeria,0.9,Algae,0.9,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3.75,,No,20070613,10:19:39am,38.024225,-121.6080501,
704,Egeria,0.9,Algae,0.9,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3.25,,No,20070613,10:23:57am,38.02518418,-121.6084845,
705,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3.28,,No,20070613,10:26:24am,38.026078,-121.6092149,
706,Egeria,0.9,Algae,0.9,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3.5,,No,20070613,10:29:40am,38.02679311,-121.6098535,
707,Egeria,0.9,Algae,0.9,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3.25,,No,20070613,10:32:30am,38.02757202,-121.6103749,"sstart pics, oops"
708,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3.25,,No,20070613,10:35:25am,38.02834729,-121.6110229,
709,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,3,,No,20070613,10:41:22am,38.02928208,-121.6117223,
710,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,5,Yes,20070615,01:09:09pm,38.0210068,-121.7307092,
711,Egeria,0.1,Coontail,0.1,Tule,0.1,,,,,,0.5,,S (3-5m),S (3-5m),center,,Yes,,3.25,3.25,Yes,20070613,10:39:15am,38.02856185,-121.6116388,
712,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,6,6,No,20070614,12:15:49pm,38.03113135,-121.5956721,hooked from deep
713,Curlyleaf,0.7,,,,,,,,,,0.1,,XL (>15m),XL (>15m),center,,No,,0,3.5,Yes,20070615,01:06:53pm,38.02185315,-121.7320358,
714,Algae,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,2.75,3.5,Yes,20070613,10:12:21am,38.0309042,-121.6151292,
715,Egeria,0.3,,,,,,,,,,,,M (5-10m),M (5-10m),side,,No,,12,5,No,20070628,10:42:32am,38.02952712,-121.6682879,
716,Egeria,0.5,Algae,0.5,,,,,,,,,,L (10-15m),M (5-10m),side,,No,,12,5,No,20070628,10:50:25am,38.02672788,-121.6636371,
717,Egeria,0.7,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,3,6,No,20070628,10:54:56am,38.02452533,-121.6608693,
718,Egeria,0.7,Algae,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,3,Yes,20070628,11:00:36am,38.02068567,-121.658048,
719,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,6,4,No,20070628,02:46:10pm,38.02844619,-121.5647923,
720,Egeria,0.9,Algae,0.7,,,,,,,,,,L (10-15m),S (3-5m),side,,Yes,,0.5,4,No,20070615,09:27:50am,38.01706897,-121.7390203,
721,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,0,1.75,Yes,20070615,10:54:05am,38.01623808,-121.735755,
722,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,0,,No,20070615,11:27:08am,38.01850945,-121.7394429,too weedy 4 secchi
723,Egeria,0.9,Algae,0.3,Watermilfoil,0.01,,,,,,,,L (10-15m),M (5-10m),center,,No,,0.75,,No,20070615,01:56:15pm,38.00868046,-121.7160926,"too weedy; mil, alg farther away"
724,Egeria,0.9,Watermilfoil,0.3,Curlyleaf,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0.5,,No,20070615,02:00:18pm,38.00837323,-121.7148679,"eg .5 ft, other on surface"
725,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,2.5,,No,20070615,02:26:58pm,38.0119445,-121.7097205,
726,Egeria,0.1,Algae,0.1,,,,,,,,0.7,,S (3-5m),S (3-5m),side,,No,,0.75,3.5,No,20070614,09:28:10am,38.01517459,-121.6093278,algae covers egeria
727,Egeria,0.7,Algae,0.1,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0.25,2.25,Yes,20070614,09:40:41am,38.01478814,-121.609983,algae covers egeria
728,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,0.5,3.75,Yes,20070614,09:44:06am,38.01462552,-121.6103149,
729,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0.5,3,Yes,20070614,09:49:15am,38.0138754,-121.6116459,
730,Egeria,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0.25,2,Yes,20070614,09:54:26am,38.01345041,-121.6123673,
731,Egeria,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0.25,4,No,20070614,09:58:27am,38.01290002,-121.6131115,
732,Egeria,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,0.75,2.5,No,20070614,10:07:41am,38.01161399,-121.6148442,
733,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,0.5,4.25,No,20070614,10:11:55am,38.01099206,-121.6157637,
734,Egeria,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0.5,3.5,Yes,20070614,10:16:48am,38.01075381,-121.6161137,no photo
735,Egeria,0.7,,,,,,,,,,0.3,,M (5-10m),M (5-10m),center,,No,,0,3,No,20070614,10:26:51am,38.01167265,-121.6178603,
736,Egeria,0.5,,,,,,,,,,0.2,,S (3-5m),S (3-5m),center,,No,,0.25,3.5,No,20070614,10:34:49am,38.01091666,-121.6178274,
737,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),range finder,,No,,0.25,4.25,No,20070614,10:40:32am,38.01041084,-121.6177693,
738,Algae,0.5,Egeria,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,0.25,1.75,Yes,20070614,10:46:19am,38.0098992,-121.6183698,
739,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,0,1.5,No,20070614,11:01:14am,38.00742218,-121.6207109,boat kicked up sediment
740,Egeria,0.1,,,,,,,,,,0.7,,M (5-10m),S (3-5m),center,,No,,0.25,3.25,No,20070614,11:07:49am,38.00627129,-121.6208304,
741,Egeria,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,Yes,,7.6,4.75,No,20070615,08:58:31am,38.01073624,-121.6717991,hook
742,Egeria,0.3,Algae,0.5,,,,,,,,,,S (3-5m),S (3-5m),,,Yes,,6.8,5,No,20070615,09:31:27am,38.00802641,-121.6679737,
743,Egeria,0.7,Algae,0.1,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,6.75,3.5,No,20070615,10:19:17am,38.00848251,-121.6777411,
744,Egeria,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,0,2,No,20070615,10:52:05am,38.01174825,-121.6790975,
745,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,0,2.25,No,20070615,10:57:19am,38.01253092,-121.6805529,
746,Egeria,0.3,Algae,0.3,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,Yes,,1.25,1.25,Yes,20070615,09:01:40am,38.01788957,-121.7399383,
747,Egeria,0.7,Am_Pondweed,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,Yes,,0,4.25,No,20070615,09:06:57am,38.01777062,-121.7395444,
748,Egeria,0.9,Algae,0.7,,,,,,,,,,L (10-15m),S (3-5m),center,,Yes,,0.5,4,Yes,20070615,09:09:21am,38.01790824,-121.7393169,
749,Algae,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,1.75,1.75,Yes,20070615,09:14:36am,38.01783929,-121.7391436,
750,Algae,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,2,2,Yes,20070615,09:21:26am,38.01801195,-121.7392111,
751,Am_Pondweed,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,Yes,,0,3,Yes,20070615,09:24:45am,38.01730559,-121.7393116,
752,Algae,0.3,,,,,,,,,,0.5,,L (10-15m),S (3-5m),center,,Yes,,1,1,Yes,20070615,09:47:59am,38.01674191,-121.7387003,
753,Egeria,0.5,Coontail,0.3,,,,,,,,,,XL (>15m),S (3-5m),center,,Yes,,1.5,3.25,Yes,20070615,09:55:28am,38.01709135,-121.7386516,
754,Egeria,0.7,Algae,0.9,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,1,2,Yes,20070615,09:59:35am,38.01716003,-121.7381895,
755,Curlyleaf,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,Yes,,0,1,Yes,20070615,10:14:41am,38.01573042,-121.7377624,
756,Curlyleaf,0.7,,,,,,,,,,0.1,,L (10-15m),M (5-10m),center,,Yes,,1,1.5,No,20070615,10:17:49am,38.01555222,-121.737104,
757,Curlyleaf,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,Yes,,1,1.5,No,20070615,10:21:12am,38.01514367,-121.7366951,
758,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,0,,No,20070615,10:31:58am,38.01500476,-121.7356726,too weedy 4 secchi
759,Algae,0.5,,,,,,,,,,0.5,,L (10-15m),L (10-15m),center,,Yes,,1,1,Yes,20070615,10:36:42am,38.01448816,-121.734899,
760,Algae,0.7,,,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,Yes,,1.75,1.75,No,20070615,10:39:57am,38.0160267,-121.7336838,
761,Egeria,0.5,Curlyleaf,0.3,Algae,0.9,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,0.25,,No,20070615,10:47:27am,38.01604218,-121.7342735,too weedy 4 secchi
762,Elodea,0.7,Algae,0.9,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,0.25,,No,20070615,10:49:59am,38.01641616,-121.7349918,elodea; too weedy 4 secchi
763,Curlyleaf,0.7,Elodea,0.1,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,0,1.75,Yes,20070615,10:57:12am,38.01689056,-121.735872,elodea=other
764,Algae,0.5,Curlyleaf,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,1,1,Yes,20070615,11:01:15am,38.01740663,-121.7359119,
765,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,0,,No,20070615,11:12:43am,38.01887206,-121.73504,too weedy 4 secchi
766,Algae,0.9,Elodea,0.3,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,0,1.25,Yes,20070615,11:14:54am,38.01954753,-121.734354,elodea
767,Egeria,0.7,Elodea,0.1,Algae,0.9,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,1,Yes,20070615,11:17:30am,38.01917854,-121.7357803,elodea
768,Curlyleaf,0.5,Elodea,0.5,Algae,0.9,,,,,,,,XL (>15m),M (5-10m),center,,Yes,,0,0.75,Yes,20070615,11:20:05am,38.01916243,-121.736227,elodea
769,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,0.75,Yes,20070615,11:21:51am,38.01909468,-121.7365454,
770,Curlyleaf,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,Yes,,1,2.25,Yes,20070615,11:29:08am,38.018729,-121.7394285,
771,Algae,0.9,Egeria,0.9,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,,No,20070615,11:31:01am,38.01886327,-121.7392612,too weedy 4 secchi
772,Sago,0.5,Algae,0.1,,,,,,,,0.1,,L (10-15m),L (10-15m),center,,No,,0,2.25,Yes,20070615,12:54:54pm,38.0167213,-121.7292488,
773,Coontail,0.7,Egeria,0.1,Algae,0.3,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,2,Yes,20070615,12:57:21pm,38.01708669,-121.7296637,
774,Coontail,0.7,Egeria,0.1,Algae,0.7,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3,Yes,20070615,12:59:32pm,38.01907058,-121.7310023,
775,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,6,Yes,20070615,01:01:22pm,38.02012243,-121.7317256,
776,Watermilfoil,0.5,Coontail,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,4.25,Yes,20070615,01:33:00pm,38.01370407,-121.7234279,
777,Watermilfoil,0.9,Algae,0.7,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,,No,20070615,01:42:57pm,38.01090391,-121.7222932,too weedy 4 secchi
778,Curlyleaf,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,1,,Yes,20070615,08:52:59am,38.01810336,-121.7400417,too weedy for secchi
779,Curlyleaf,0.7,Algae,0.5,Watermilfoil,0.1,,,,,,,,L (10-15m),L (10-15m),center,,Yes,,0,1,Yes,20070615,09:29:58am,38.01692812,-121.73949,
780,Watermilfoil,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,1,Yes,20070615,09:32:16am,38.01671422,-121.7397103,
781,Coontail,0.9,Algae,0.5,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,Yes,20070615,01:22:07pm,38.01777673,-121.7294328,
782,Algae,0.7,Coontail,,,,,,,,,0.1,,L (10-15m),L (10-15m),center,,No,,1.25,1.25,Yes,20070615,01:37:34pm,38.01129187,-121.7244105,
783,Watermilfoil,0.5,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3,Yes,20070615,01:50:00pm,38.00844034,-121.7206507,
784,Watermilfoil,0.7,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,,No,20070615,01:54:07pm,38.00903364,-121.7178976,too weedy 4 secchi
785,Watermilfoil,0.7,Algae,0.7,Egeria,0.01,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,,No,20070615,01:58:10pm,38.00878046,-121.7159163,"too weedy secchi, prolly eg under"
786,Watermilfoil,0.9,Egeria,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,,No,20070615,02:02:14pm,38.00760904,-121.7143277,"mil surface, eg .5 ft"
787,Watermilfoil,0.9,Egeria,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,,No,20070615,02:11:24pm,38.00749265,-121.7109016,mil surface; eg .5 ft
788,Watermilfoil,0.9,Elodea,0.01,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,,No,20070615,02:13:55pm,38.0085846,-121.7101007,"no low  eg, some elodea"
789,Coontail,0.9,Watermilfoil,0.5,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,2.25,,No,20070615,02:25:37pm,38.01152161,-121.7099375,mil on surface
790,Algae,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,Yes,,4,4.25,No,20070615,09:05:03am,38.01007261,-121.6706034,
791,Algae,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,Yes,,6.4,4.25,No,20070615,09:08:35am,38.00973396,-121.6704878,
792,Algae,0.7,Egeria,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,5.3,4.5,No,20070615,09:12:54am,38.00957905,-121.6687215,
793,Algae,0.1,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,Yes,,3.7,3.7,Yes,20070615,09:17:28am,38.00877141,-121.6689366,
794,Egeria,0.7,,,,,,,,,,,,L (10-15m),S (3-5m),side,,No,,0,3,Yes,20070628,11:07:52am,38.01719022,-121.6534433,
795,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0,1.75,Yes,20070628,11:16:45am,38.01535081,-121.6459077,
796,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,4,Yes,20070628,11:28:15am,38.01334403,-121.6475484,
797,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),side,,No,,0,4,No,20070628,11:35:09am,38.01279534,-121.6533586,
798,Egeria,0.9,,,,,,,,,,,,L (10-15m),L (10-15m),side,,No,,0,4,No,20070628,11:46:21am,38.01262885,-121.6579096,
799,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),range finder,,No,,0,2.75,Yes,20070628,11:53:56am,38.01263433,-121.6647445,
800,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,2,3.5,No,20070628,12:11:55pm,38.01290895,-121.6463809,
801,Egeria,0.7,,,,,,,,,,,,L (10-15m),M (5-10m),,,No,,0,3,No,20070628,02:02:20pm,38.01795517,-121.5806649,
802,Egeria,0.9,Watermilfoil,0.1,Sago,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,1,,No,20070615,02:09:45pm,38.0065892,-121.7107273,
803,Egeria,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,0.5,3.25,No,20070614,11:13:56am,38.00539932,-121.6206709,
804,Egeria,0.7,,,,,,,,,,0.1,,L (10-15m),S (3-5m),side,,No,,0,3.25,No,20070614,11:18:47am,38.00486094,-121.620847,
805,Egeria,0.5,Algae,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,0,3,No,20070614,11:25:03am,38.00449721,-121.6214011,
806,Egeria,0.3,,,,,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,0.25,3.75,No,20070614,11:28:15am,38.00387113,-121.6215666,
807,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),side,,No,,0,4.25,Yes,20070614,11:47:38am,38.00001561,-121.6217117,
808,Egeria,0.7,,,,,,,,,,0.3,,L (10-15m),L (10-15m),side,,No,,0.25,4.25,Yes,20070614,11:53:45am,37.99920704,-121.6218108,
809,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,7,3,No,20070615,10:35:39am,38.00290093,-121.6777579,
810,Watermilfoil,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,,No,20070615,02:04:38pm,38.00713407,-121.7142138,no low eg
811,Algae,0.5,Egeria,0.3,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,5.9,5.25,No,20070615,09:40:21am,38.00507582,-121.6689607,
812,Egeria,0.7,Algae,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,,4.25,No,20070614,01:39:18pm,37.98448479,-121.6232563,algae on egeria
813,Egeria,0.5,Algae,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),range finder,,No,,0,4.25,No,20070614,01:41:30pm,37.98420148,-121.6232293,
814,Algae,0.7,Egeria,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0.5,3.5,No,20070614,01:18:12pm,37.99308333,-121.6235846,
815,Egeria,0.5,,,,,,,,,,0.3,,S (3-5m),S (3-5m),side,,No,,0.5,3.5,No,20070614,01:49:28pm,37.98331869,-121.6231033,
816,Egeria,0.7,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),range finder,,No,,0,6.75,No,20070619,01:17:54pm,37.99434118,-121.5074202,
817,Egeria,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,0.5,3,No,20070619,01:33:53pm,37.98767348,-121.5134441,near sparse tule
818,Egeria,0.7,Coontail,0.1,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,1.5,3,No,20070619,02:04:07pm,37.98636863,-121.5166915,
819,Coontail,0.5,,,,,,,,,,0.3,,L (10-15m),S (3-5m),center,,No,,0,4,No,20070619,01:44:11pm,37.98735626,-121.5146574,
820,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),side,,No,,1,,No,20070619,01:48:51pm,37.98676531,-121.5148782,
821,Egeria,0.3,Coontail,0.3,,,,,,,,0.1,,L (10-15m),S (3-5m),side,,No,,0.5,3,Yes,20070619,01:59:54pm,37.98620364,-121.5142082,
822,Egeria,0.9,Algae,0.9,Tule,0.1,,,,,,,,S (3-5m),S (3-5m),center,,No,,0,2,No,20070622,11:13:26am,37.97809493,-121.5739811,dead egeria
823,Egeria,0.5,,,,,,,,,,0.3,,M (5-10m),S (3-5m),side,,No,,0.5,3.75,No,20070622,08:23:34am,37.96344461,-121.5693517,
824,Sago,0.7,,,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,0,3.5,No,20070622,08:26:44am,37.96241981,-121.5686444,
825,Sago,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0.5,3,No,20070622,08:18:19am,37.96721759,-121.5725973,
826,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),center,,No,,0.5,2.75,No,20070622,08:36:58am,37.95702968,-121.5662779,
827,Egeria,0.3,Algae,0.5,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,0.25,3.5,Yes,20070622,08:39:39am,37.95682937,-121.5668022,
828,Egeria,0.7,,,,,,,,,,0.1,,M (5-10m),S (3-5m),side,,No,,0.25,3.5,No,20070622,08:49:13am,37.95686296,-121.568944,
