ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments,RkTthCov,RkSpp1,RkCov1,RkSpp2,RkCov2,RkSpp3,RkCov3,RkSpp4,RkCov4,RkSpp5,RkCov5
381,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,0,3,Yes,10/31/2007,10:45:28am,38.04295419,-121.3534362,EGD100,,Egeria,1,,,,,,,,
382,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,Yes,,1,2.5,Yes,10/31/2007,10:51:07am,38.04303279,-121.3525358,EGD100,,Egeria,1,,,,,,,,
388,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),,,No,,3,10.75,No,10/31/2007,01:14:46pm,38.07086687,-121.4631674,EGD100,,Egeria,1,,,,,,,,
389,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),,,No,,3,11.5,No,10/31/2007,01:18:24pm,38.07167146,-121.4642586,EGD100,,Egeria,1,,,,,,,,
390,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,No,,1.5,10,No,10/31/2007,01:21:05pm,38.07227547,-121.4648524,EGD50ALG50,,Egeria,0.5,Algae,0.5,,,,,,
407,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),,,No,,1,11.5,No,10/31/2007,02:44:22pm,38.08765864,-121.4801688,EGD100,,Egeria,1,,,,,,,,
441,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0.5,3,No,10/29/2007,09:17:05am,37.99844973,-121.4239941,100 eg,,Egeria,1,,,,,,,,
448,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,2,3.25,No,10/29/2007,10:18:42am,38.00661043,-121.4425681,100 eg,,Egeria,1,,,,,,,,
457,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,7,No,10/29/2007,11:37:34am,38.0016552,-121.4544374,100 eg,,Egeria,1,,,,,,,,
458,Egeria,0.7,,,,,,,,,,0.3,,L (10-15m),L (10-15m),center,,No,,1,2.5,Yes,10/29/2007,11:50:41am,37.99539739,-121.4516945,100 eg,,Egeria,1,,,,,,,,
495,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,Yes,,4,5,Yes,10/30/2007,02:13:34pm,38.03959381,-121.4992326,100 eg,,Egeria,1,,,,,,,,
515,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0.25,3.25,Yes,11/1/2007,09:41:19am,38.06596676,-121.5332485,"covered sedimet, no rake photo",,,,,,,,,,,
516,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,0.25,9,No,11/1/2007,11:06:02am,38.06383875,-121.5394525,eg100,,Egeria,1,,,,,,,,
519,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,80,2.5,No,11/1/2007,03:10:26pm,38.02850117,-121.4028881,no rake photo,,,,,,,,,,,
520,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,,2.5,No,11/1/2007,03:17:28pm,38.02992511,-121.4046507,no rake photo,,,,,,,,,,,
523,Egeria,0.9,,,,,,,,,,,,L (10-15m),L (10-15m),,,Yes,,2,4,Yes,10/30/2007,08:34:26am,37.99553297,-121.5099404,100eg,,Egeria,1,,,,,,,,
524,Egeria,0.9,,,,,,,,,,,,L (10-15m),L (10-15m),,,Yes,,3,3.5,Yes,10/30/2007,08:41:49am,37.99586841,-121.5105655,100eg,,Egeria,1,,,,,,,,
529,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),side,,Yes,,2,2.75,Yes,10/30/2007,10:30:36am,38.0087226,-121.5150297,100eg,,Egeria,1,,,,,,,,
530,Egeria,0.7,,,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,2,3,Yes,10/30/2007,10:34:02am,38.0086082,-121.5142345,100eg,,Egeria,1,,,,,,,,
531,Egeria,0.7,,,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,3,5,Yes,10/30/2007,10:37:18am,38.00885806,-121.5141195,XXX##,,Egeria,1,,,,,,,,
532,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),side,,Yes,,2,3,Yes,10/30/2007,10:42:14am,38.00934155,-121.5138999,100eg,,Egeria,1,,,,,,,,
536,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),side,,Yes,,2,4,Yes,10/30/2007,11:37:53am,38.02617395,-121.5072132,100eg,,Egeria,1,,,,,,,,
537,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),side,,Yes,,1.5,5,No,10/30/2007,11:48:42am,38.0281278,-121.4997712,100eg,,Egeria,1,,,,,,,,
541,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,1,1.5,Yes,10/30/2007,02:05:55pm,37.99920371,-121.525011,100eg,,Egeria,1,,,,,,,,
542,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,1,2.5,Yes,10/30/2007,02:16:43pm,37.99821624,-121.5259164,100eg,,Egeria,1,,,,,,,,
547,Egeria,0.9,,,,,,,,,,,,M (5-10m),L (10-15m),center,,Yes,,0.5,1.75,Yes,11/1/2007,08:42:26am,38.10819346,-121.614096,egd100,,Egeria,1,,,,,,,,
548,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,2.5,Yes,11/1/2007,08:46:22am,38.10905459,-121.6145429,egd100,,Egeria,1,,,,,,,,
549,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,1.75,Yes,11/1/2007,08:49:43am,38.10963493,-121.6145633,egd100,,Egeria,1,,,,,,,,
550,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0.5,3,No,11/1/2007,08:53:20am,38.11009502,-121.6145984,egd100,,Egeria,1,,,,,,,,
561,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,1,3.5,No,11/1/2007,10:26:41am,38.10703929,-121.613031,egd100,,Egeria,1,,,,,,,,
565,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,1,5.25,Yes,11/1/2007,10:53:01am,38.10630386,-121.6111841,egd75 alg25,,Egeria,0.75,Algae,0.25,,,,,,
566,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),range finder,,No,,0.5,4.25,Yes,11/1/2007,10:58:57am,38.10793074,-121.6064819,egd90 alg10,,Egeria,0.9,Algae,0.1,,,,,,
573,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2,8.75,No,11/1/2007,11:37:05am,38.10510359,-121.597743,50egd 50alg,,Egeria,0.5,Algae,0.5,,,,,,
574,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),side,,No,,3,4.75,Yes,11/1/2007,11:43:55am,38.10563259,-121.5993909,egd60 alg40,,Egeria,0.6,Algae,0.4,,,,,,
575,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),side,,No,,1,3.5,Yes,11/1/2007,11:50:12am,38.1059179,-121.6017291,egd100,,Egeria,1,,,,,,,,
577,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,3,6.5,Yes,11/1/2007,01:23:43pm,38.09760351,-121.5704649,egd70 alg30,,Egeria,0.7,Algae,0.3,,,,,,
581,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,1,6,Yes,11/1/2007,02:53:11pm,38.11409772,-121.5832724,egd100,,Egeria,1,,,,,,,,
582,Egeria,0.7,,,,,,,,,,0.1,,XL (>15m),XL (>15m),center,,No,,3,6.75,Yes,11/1/2007,03:20:11pm,38.10919533,-121.5727644,egd90 alg10,,Egeria,0.9,Algae,0.1,,,,,,
584,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,1,6,No,11/1/2007,03:36:12pm,38.09016296,-121.5785693,no rake photo,,,,,,,,,,,
585,Egeria,0.7,,,,,,,,,,0.1,,XL (>15m),S (3-5m),side,,No,,1,6.25,No,11/1/2007,03:39:08pm,38.08938461,-121.5784715,egd100,,Egeria,1,,,,,,,,
587,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,2.5,4.25,Yes,11/1/2007,03:57:50pm,38.07182564,-121.5694732,egd100,,Egeria,1,,,,,,,,
589,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2.5,5,Yes,11/1/2007,04:17:10pm,38.06748821,-121.5623146,egd100,,Egeria,1,,,,,,,,
590,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),side,,No,,1.5,6,Yes,11/1/2007,04:21:02pm,38.06902806,-121.5641582,egd50 alg50,,Egeria,0.5,Algae,0.5,,,,,,
593,Egeria,0.7,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0.5,3,Yes,10/29/2007,09:53:55am,38.00072221,-121.4458817,100 eg,,Egeria,1,,,,,,,,
596,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,2.5,7,No,10/29/2007,10:57:49am,38.01248488,-121.4558558,100 eg,,Egeria,1,,,,,,,,
597,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2,4,Yes,10/29/2007,11:04:42am,38.00952121,-121.4592931,100 eg,,Egeria,1,,,,,,,,
600,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,1.5,2.5,Yes,10/29/2007,11:44:13am,37.99760735,-121.4516058,100 eg,,Egeria,1,,,,,,,,
601,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0.5,3,Yes,10/29/2007,11:46:49am,37.99699444,-121.4519013,100 eg,,Egeria,1,,,,,,,,
602,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,1.5,2,No,10/30/2007,07:57:10am,38.04348018,-121.4234056,100 eg,,Egeria,1,,,,,,,,
603,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),range finder,,No,,0.5,2.75,No,10/30/2007,08:01:17am,38.04256403,-121.4249477,100 eg,,Egeria,1,,,,,,,,
609,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,4,5.25,Yes,10/30/2007,08:53:44am,38.04244951,-121.438829,100 eg,,Egeria,1,,,,,,,,
610,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,6.25,6.25,No,10/30/2007,08:56:37am,38.04170121,-121.4389573,100 eg,,Egeria,1,,,,,,,,
612,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,5.5,,No,10/30/2007,09:01:58am,38.04053983,-121.4383435,100 eg,,Egeria,1,,,,,,,,
613,Egeria,0.9,,,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,4,4.25,No,10/30/2007,09:12:29am,38.03980336,-121.4396022,100 eg,,Egeria,1,,,,,,,,
614,Egeria,0.3,,,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,Yes,,6,6.25,No,10/30/2007,09:15:47am,38.03986488,-121.4380612,100 eg,,Egeria,1,,,,,,,,
615,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,3,4.5,No,10/30/2007,09:21:40am,38.04009361,-121.4435677,100 eg,,Egeria,1,,,,,,,,
616,Egeria,0.9,,,,,,,,,,,,L (10-15m),S (3-5m),range finder,,No,,2,,No,10/30/2007,10:07:07am,38.04897826,-121.4532489,100 eg,,Egeria,1,,,,,,,,
624,Egeria,0.9,,,,,,,,,,,,M (5-10m),S (3-5m),center,,Yes,,2.5,7.75,No,10/30/2007,11:54:22am,38.03535608,-121.4916831,100 eg,,Egeria,1,,,,,,,,
625,Egeria,0.9,,,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,1.5,,No,10/30/2007,01:57:03pm,38.05316074,-121.5070739,100 eg,,Egeria,1,,,,,,,,
626,Egeria,0.5,,,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,1.5,2,No,10/30/2007,02:09:50pm,38.04065655,-121.4984295,no rake photo,,,,,,,,,,,
628,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),,,No,,1,7.75,No,10/30/2007,02:36:34pm,38.0325941,-121.4714282,100 eg,,Egeria,1,,,,,,,,
629,Egeria,0.5,,,,,,,,,,0.5,,L (10-15m),M (5-10m),center,,No,,5,7.75,No,10/30/2007,02:39:14pm,38.03194962,-121.4708764,100 eg,,Egeria,1,,,,,,,,
630,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,3,,No,10/30/2007,02:42:34pm,38.03236023,-121.4724627,100 eg,,Egeria,1,,,,,,,,
633,Egeria,0.9,,,,,,,,,,,,L (10-15m),M (5-10m),range finder,,No,,0,,No,10/30/2007,03:10:20pm,38.03194757,-121.4896323,100eg,,Egeria,1,,,,,,,,
637,Egeria,0.9,,,,,,,,,,,,XL (>15m),L (10-15m),side,,No,,0.25,2.5,No,10/31/2007,08:38:33am,38.07709516,-121.4157772,no rake photo,,,,,,,,,,,
642,Egeria,0.5,,,,,,,,,,0.7,,XL (>15m),M (5-10m),center,,No,,0.25,4,No,10/31/2007,09:21:37am,38.08717609,-121.4065675,no rake photo,,,,,,,,,,,
643,Egeria,0.9,,,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,3.25,No,10/31/2007,09:26:39am,38.08702743,-121.4045178,no rake photo,,,,,,,,,,,
646,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,1.5,4.5,No,10/31/2007,10:04:31am,38.08564085,-121.4248064,100eg,,Egeria,1,,,,,,,,
647,Egeria,0.9,,,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,1,4.5,No,10/31/2007,10:36:45am,38.08379669,-121.4352706,100eg,,Egeria,1,,,,,,,,
655,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,,3,No,10/31/2007,03:16:52pm,38.06926307,-121.4186612,no rake photo,,,,,,,,,,,
656,Egeria,0.9,,,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,2,Yes,10/31/2007,03:28:26pm,38.05230107,-121.4187573,no rake photo,,,,,,,,,,,
657,Egeria,0.9,,,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,2,No,10/31/2007,03:31:43pm,38.05132369,-121.4190389,no rake photo,,,,,,,,,,,
277,Sago,0.9,Watermilfoil,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,3.5,No,10/29/2007,01:39:07pm,38.00944643,-121.7168501,MIL100,,Watermilfoil,1,,,,,,,,
274,Sago,0.9,Coontail,0.1,Watermilfoil,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,3,No,10/29/2007,01:22:41pm,38.01049779,-121.7228366,COO95MIL5,,Coontail,0.95,Watermilfoil,0.05,,,,,,
206,Sago,0.7,Coontail,0.1,,,,,,,,0.3,,M (5-10m),S (3-5m),range finder,,Yes,,0,5,No,10/30/2007,10:45:55am,38.04603401,-121.5932661,SAG75COO25,,Sago,0.75,Coontail,0.25,,,,,,
207,Sago,0.7,Coontail,0.1,,,,,,,,0.3,,L (10-15m),M (5-10m),range finder,,Yes,,0,5,No,10/30/2007,10:51:55am,38.04778556,-121.5931035,SAG95COO5,,Sago,0.95,Coontail,0.05,,,,,,
221,Sago,0.5,Coontail,0.1,,,,,,,,0.5,,L (10-15m),L (10-15m),,,Yes,,0,4.5,No,10/30/2007,02:52:02pm,38.05253777,-121.6111174,EGD80COO20,,Egeria,0.8,Coontail,0.2,,,,,,
3,Sago,0.3,Curlyleaf,0.1,Coontail,0.1,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0,1.75,Yes,11/1/2007,08:56:48am,38.00261672,-121.5790181,pwd60 cpw20 coo20,,Sago,0.6,Curlyleaf,0.2,Coontail,0.2,,,,
265,Sago,0.7,Curlyleaf,0.3,Elodea,0.1,Coontail,0.1,,,,,,L (10-15m),M (5-10m),center,,No,,1.25,2,Yes,10/29/2007,10:25:47am,38.01805157,-121.734535,ELO50CPW25COO25,,Elodea,0.5,Curlyleaf,0.25,Coontail,0.25,,,,
423,Sago,0.5,Curlyleaf,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2,7.75,Yes,11/1/2007,01:05:55pm,38.10157347,-121.5800109,pwd100,,Sago,1,,,,,,,,
223,Sago,0.5,Egeria,0.1,Coontail,0.1,,,,,,0.5,,XL (>15m),XL (>15m),,,Yes,,0,5.5,No,10/30/2007,03:06:08pm,38.05391375,-121.6072486,EGD15SAG30COO55,,Egeria,0.15,Sago,0.3,Coontail,0.55,,,,
257,Sago,0.9,Egeria,0.1,Coontail,0.1,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,3.25,No,10/29/2007,08:44:13am,38.02012653,-121.7363512,EGD90COO10,,Egeria,0.9,Coontail,0.1,,,,,,
312,Sago,0.7,Egeria,0.1,Coontail,0.1,,,,,,0.3,,S (3-5m),S (3-5m),center,,No,,0,5,No,10/31/2007,10:05:58am,38.05006828,-121.5963441,EGD70COO25SAG5,,Egeria,0.7,Coontail,0.25,Sago,0.05,,,,
143,Sago,0.5,Egeria,0.1,,,,,,,,0.5,,XL (>15m),L (10-15m),center,,No,,0,5,Yes,10/29/2007,08:43:31am,38.02168371,-121.6887969,egd90 pw10,,Egeria,0.9,Sago,0.1,,,,,,
145,Sago,0.7,Egeria,0.1,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,6.75,No,10/29/2007,09:00:02am,38.01927826,-121.6864082,egd90 pwd10,,Egeria,0.9,Sago,0.1,,,,,,
149,Sago,0.7,Egeria,0.1,,,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,4.5,No,10/29/2007,09:27:07am,38.01518611,-121.6887486,pwd95 egd5,,Sago,0.95,Egeria,0.05,,,,,,
150,Sago,0.7,Egeria,0.1,,,,,,,,0.1,,M (5-10m),M (5-10m),center,,No,,0,5,No,10/29/2007,01:08:49pm,38.0127293,-121.6579756,pwd90 egd10,,Sago,0.9,Egeria,0.1,,,,,,
219,Sago,0.5,Egeria,0.1,,,,,,,,0.5,,M (5-10m),M (5-10m),,,No,,0,7.25,No,10/30/2007,02:41:19pm,38.04802085,-121.617797,EGD5SAG95,,Egeria,0.05,Sago,0.95,,,,,,
224,Sago,0.5,Egeria,0.1,,,,,,,,0.5,,L (10-15m),S (3-5m),,,Yes,,0,4.5,No,10/30/2007,03:21:02pm,38.05253043,-121.6065448,EGD100,,Egeria,1,,,,,,,,
259,Sago,0.1,Egeria,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0.5,2.5,Yes,10/29/2007,09:34:30am,38.01478205,-121.7358405,EGD100,,Egeria,1,,,,,,,,
134,Sago,0.7,Sago,0.3,Coontail,0.1,,,,,,0.1,,XL (>15m),L (10-15m),center,,No,,0,6,Yes,10/29/2007,12:52:50pm,38.01284066,-121.665938,pwd50 coo50,,Sago,0.5,Coontail,0.5,,,,,,
146,Sago,0.9,Sago,0.7,Egeria,0.3,,,,,,,,M (5-10m),S (3-5m),center,,No,,0,7.25,No,10/29/2007,09:04:13am,38.01810501,-121.6857064,75pwd 25egd,,Sago,0.75,Egeria,0.25,,,,,,
278,Sago,0.5,Watermilfoil,0.5,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,4.25,No,10/29/2007,01:42:40pm,38.009807,-121.7158995,MIL60SAG35COO5,,Watermilfoil,0.6,Sago,0.35,Coontail,0.05,,,,
279,Sago,0.3,Watermilfoil,0.7,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,5.25,No,10/29/2007,01:47:57pm,38.01014007,-121.7127902,MIL90SAG5COO5,,Watermilfoil,0.9,Sago,0.05,Coontail,0.05,,,,
147,Sago,0.7,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,1,4,Yes,10/29/2007,09:14:49am,38.01753907,-121.6834459,pwd100,,Sago,1,,,,,,,,
148,Sago,0.7,,,,,,,,,,0.1,,L (10-15m),M (5-10m),center,,No,,0,6.75,Yes,10/29/2007,09:19:51am,38.01662475,-121.6847283,pwd100,,Sago,1,,,,,,,,
204,Sago,0.7,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,0,4,No,10/30/2007,10:36:15am,38.04398003,-121.592438,SAG100,,Sago,1,,,,,,,,
205,Sago,0.7,,,,,,,,,,0.3,,M (5-10m),S (3-5m),center,,No,,0,5,No,10/30/2007,10:39:48am,38.04420519,-121.5927841,SAG100,,Sago,1,,,,,,,,
421,Sago,0.3,,,,,,,,,,0.5,,L (10-15m),M (5-10m),center,,No,,0,7,No,11/1/2007,12:42:01pm,38.10608954,-121.6049255,pwd100,,Sago,1,,,,,,,,
426,Sago,0.5,,,,,,,,,,0.5,,L (10-15m),L (10-15m),center,,No,,0,7.25,Yes,11/1/2007,01:18:34pm,38.10067768,-121.5756546,pwd100,,Sago,1,,,,,,,,
440,Sago,0.3,,,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,No,,2,4.5,No,10/29/2007,09:12:30am,37.99672727,-121.4241218,100 pond,,Sago,1,,,,,,,,
362,Watermilfoil,0.7,Algae,0.3,Egeria,0.1,,,,,,,,XL (>15m),L (10-15m),,,Yes,,,2.25,Yes,10/31/2007,09:33:57am,38.04360129,-121.3721773,MIL90EGD5ALG5,,Watermilfoil,0.9,Egeria,0.05,Algae,0.05,,,,
485,Watermilfoil,0.7,Algae,0.1,Egeria,0.1,,,,,,,,L (10-15m),S (3-5m),center,,No,,1,6,No,10/30/2007,09:55:10am,38.04615601,-121.4490211,75 mil 20 algae 5 eg,,Watermilfoil,0.75,Algae,0.2,Egeria,0.05,,,,
500,Watermilfoil,0.7,Algae,0.7,Egeria,0.1,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0,5.25,Yes,10/31/2007,10:46:27am,38.08289279,-121.4391193,eg100 bottom,,Egeria,1,,,,,,,,
503,Watermilfoil,0.5,Algae,0.9,Egeria,0.3,,,,,,,,M (5-10m),M (5-10m),side,,No,,1,8,Yes,10/31/2007,11:25:59am,38.07634205,-121.4524094,50mil 50eg,,Watermilfoil,0.5,Egeria,0.5,,,,,,
348,Watermilfoil,0.9,Algae,0.1,,,,,,,,0.3,,XL (>15m),M (5-10m),,,Yes,,,2,Yes,10/31/2007,08:41:01am,38.0455653,-121.380119,MIL80ALG20,,Watermilfoil,0.8,Algae,0.2,,,,,,
351,Watermilfoil,0.5,Algae,0.1,,,,,,,,0.5,,S (3-5m),S (3-5m),,,Yes,,,2,Yes,10/31/2007,08:53:36am,38.04620051,-121.3758377,MIL70ALG30,,Watermilfoil,0.7,Algae,0.3,,,,,,
360,Watermilfoil,0.9,Algae,0.1,,,,,,,,,,XL (>15m),M (5-10m),,,Yes,,,2.25,Yes,10/31/2007,09:27:10am,38.04438791,-121.3724232,MIL90ALG10,,Watermilfoil,0.9,Algae,0.1,,,,,,
404,Watermilfoil,0.9,Algae,0.1,,,,,,,,,,L (10-15m),S (3-5m),,,No,,0,10,No,10/31/2007,02:27:59pm,38.08547251,-121.4759146,MIL90ALG10,,Watermilfoil,0.9,Algae,0.1,,,,,,
481,Watermilfoil,0.7,Algae,0.1,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,5.5,No,10/30/2007,09:31:54am,38.04285089,-121.443764,100 mil,,Watermilfoil,1,,,,,,,,
498,Watermilfoil,0.7,Algae,0.7,,,,,,,,0.5,,M (5-10m),M (5-10m),center,,No,,0,2,Yes,10/31/2007,10:24:14am,38.08569572,-121.4326287,no rake photo,,,,,,,,,,,
290,Watermilfoil,0.9,Azolla,0.1,Egeria,0.1,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,1.25,Yes,10/29/2007,02:57:41pm,38.00974551,-121.6930513,MIL75EGD25,,Watermilfoil,0.75,Egeria,0.25,,,,,,
291,Watermilfoil,0.9,Azolla,0.1,Egeria,0.1,,,,,,,,L (10-15m),M (5-10m),center,,No,,0,2.75,Yes,10/29/2007,03:13:14pm,38.0079114,-121.6971782,MIL95EGD5,,Watermilfoil,0.95,Egeria,0.05,,,,,,
442,Watermilfoil,0.5,Cabomba,0.1,Egeria,0.1,,,,,,0.5,,M (5-10m),S (3-5m),center,,No,,0.5,1.5,No,10/29/2007,09:24:06am,37.99845531,-121.425424,35 mil 300 cab 30 eg,,Watermilfoil,0.35,Cabomba,0.35,Egeria,0.3,,,,
332,Watermilfoil,0.7,Cabomba,0.5,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0.25,8.25,Yes,11/1/2007,10:37:50am,38.05883312,-121.5414544,no rake photo,,,,,,,,,,,
412,Watermilfoil,0.7,Coontail,0.3,Algae,0.3,,,,,,,,L (10-15m),S (3-5m),,,No,,6,6,No,10/31/2007,03:07:41pm,38.08286945,-121.4693303,MIL60COO30ALG10,,Watermilfoil,0.6,Coontail,0.3,Algae,0.1,,,,
398,Watermilfoil,0.9,Coontail,0.1,Egeria,0.1,,,,,,,,L (10-15m),S (3-5m),,,No,,1,9.5,No,10/31/2007,01:58:29pm,38.07857134,-121.4670492,MIL40COO40EGD20,,Watermilfoil,0.4,Coontail,0.4,Egeria,0.2,,,,
275,Watermilfoil,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,4,Yes,10/29/2007,01:28:47pm,38.00942803,-121.722399,COO30MIL70,,Coontail,0.3,Watermilfoil,0.7,,,,,,
288,Watermilfoil,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,5,Yes,10/29/2007,02:39:26pm,38.01144922,-121.6938516,MIL95COO5,,Watermilfoil,0.95,Coontail,0.05,,,,,,
393,Watermilfoil,0.7,Coontail,0.3,,,,,,,,,,L (10-15m),S (3-5m),,,No,,2,11,No,10/31/2007,01:32:53pm,38.07337355,-121.4681045,MIL15COO85,,Watermilfoil,0.15,Coontail,0.85,,,,,,
414,Watermilfoil,0.5,Curlyleaf,0.1,Egeria,0.1,Coontail,0.1,,,,,,M (5-10m),M (5-10m),center,,No,,0,4.5,Yes,11/1/2007,09:13:36am,38.11191737,-121.6156315,egd10 alg15 coo30 mil45,,Egeria,0.1,Algae,0.15,Coontail,0.3,Watermilfoil,0.45,,
361,Watermilfoil,0.7,Egeria,0.1,Algae,0.1,,,,,,0.1,,XL (>15m),S (3-5m),,,Yes,,,4,Yes,10/31/2007,09:29:54am,38.04401638,-121.3724893,EGD60MIL30ALG10,,Egeria,0.6,Watermilfoil,0.3,Algae,0.1,,,,
281,Watermilfoil,0.9,Egeria,0.1,Coontail,0.01,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,4,No,10/29/2007,01:56:51pm,38.01135563,-121.7095559,MIL95EGD3COO2,,Watermilfoil,0.95,Egeria,0.03,Coontail,0.02,,,,
283,Watermilfoil,0.9,Egeria,0.1,Coontail,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,4.75,Yes,10/29/2007,02:02:54pm,38.01267612,-121.7098941,EGD7COO3MIL90,,Egeria,0.07,Coontail,0.03,Watermilfoil,0.9,,,,
